O O O SEG-S O O O O O O O O O O O O SEG-S O O O O O SEG-S O O O SEG-S O O O SEG-S O O O O O O O O O SEG-S O O O O SEG-S O O O O O SEG-S O O O O SEG-S O O O O O SEG-S O O O O O O SEG-S O O O SEG-S O O O O O SEG-S O O O SEG-S O O O O O SEG-S O O O O O SEG-S O O O SEG-S O O O SEG-S O O O SEG-S O O O O SEG-S O O O O O SEG-S O O O SEG-S O O O SEG-S O O O SEG-S O O O O O O SEG-S O O O O O SEG-S O O O SEG-S O O O SEG-S O O O O O O SEG-S O O O O O O O O O O O SEG-S O O O SEG-S O O O O O SEG-S O O O O O O O SEG-S O O O O O SEG-S O O O SEG-S O O O SEG-S O O O O O O O SEG-S O O O O O O O O O O SEG-S O O O O O O O O O O O O O SEG-S O O O O O O SEG-S O O O O O SEG-S O O O SEG-S O O O O O O O SEG-S O O O O O SEG-S O O O SEG-S O O O O SEG-S O O O O O SEG-S O O O O O O O SEG-S O O O SEG-S O O O O O O SEG-S O O O O SEG-S O O O O SEG-S O O O O SEG-S O O O SEG-S O O O O O O SEG-S O O O O SEG-S O O O O O O SEG-S O O O O SEG-S O O O O SEG-S O O O SEG-S O O O O O O O O SEG-S O O O O O O SEG-S O O SEG-S O O O O O O O SEG-S O O O O O O O SEG-S O O O O SEG-S O O O SEG-S O O O O O O SEG-S O O SEG-S O O O O O O O O O SEG-S O O O O O O O O O O SEG-S O O O O O O O SEG-S O O O O O O O O SEG-S O O O O O SEG-S O O O O O O O O O O O O O SEG-S O O O O O O SEG-S O O O O O SEG-S O O O O O O O O O O O O O O SEG-S O O O O SEG-S O O O O O SEG-S O O O SEG-S O O O O SEG-S O SEG-S O O O O O O SEG-S O SEG-S O O O O O O O O SEG-S O O O O O O O O O SEG-S O O O O O SEG-S O O O SEG-S O O O O O O O O O O O SEG-S O O O O SEG-S O O O SEG-S O O O O O O SEG-S O O O SEG-S O O O O SEG-S O O O O O O O O O O SEG-S O O O O O O O SEG-S O O O O O O O SEG-S O O O O O O O SEG-S O O O O SEG-S O O O O SEG-S O O O O O SEG-S O O O SEG-S O O O O O O O O SEG-S O O O SEG-S O O O O O O O O O O SEG-S O O O SEG-S O O O O O SEG-S O O O O O O O O SEG-S O O O SEG-S O O O O O O SEG-S O O O O O O O O O O O O SEG-S O O O O O O O SEG-S	所 谓 役 者 是 时 安 南 国 王 檄 取 中 国 识 字 人 差 官 举 以 先 生 一 时 掩 捕 如 擒 寇 虏 而 使 先 生 面 试 作 诗 写 字 先 生 不 作 诗 但 书 □ 朱 之 瑜 浙 江 余 姚 人 南 直 隶 松 江 籍 因 中 国 折 柱 缺 维 天 倾 日 丧 不 甘 薙 发 从 虏 逃 避 贵 邦 于 今 一 十 二 年 弃 捐 坟 墓 妻 子 虏 氛 未 灭 国 族 难 归 溃 耄 忧 焚 作 诗 无 取 □ 该 艚 作 色 该 艚 交 趾 吏 目 百 般 恐 吓 欲 令 屈 服 而 先 生 毫 无 沮 色 其 间 往 复 之 言 忠 愤 义 烈 激 切 慨 然 夷 人 亦 为 之 改 容 遂 将 至 外 营 沙 国 王 屯 兵 之 所 即 日 命 见 文 武 大 臣 悉 集 露 刃 环 立 者 数 千 人 意 欲 令 拜 国 王 或 慰 谕 焉 或 怒 逼 焉 先 生 故 为 不 解 其 状 差 官 举 仗 画 一 拜 字 于 沙 上 先 生 乃 借 其 仗 加 一 不 字 于 拜 字 上 又 牵 袖 按 抑 令 拜 先 生 挥 而 脱 之 国 王 大 怒 令 长 刀 手 押 出 西 行 先 生 毫 无 顾 盻 挥 手 即 行 心 决 一 死 耳 遂 将 赴 该 艚 所 于 是 阖 国 君 臣 震 怒 必 欲 杀 之 而 先 生 执 意 弥 固 有 黎 医 官 者 从 容 劝 谕 曰 □ 君 必 不 拜 见 杀 无 疑 何 不 自 爱 至 此 □ 先 生 厉 声 曰 □ 今 日 守 礼 而 死 含 笑 入 地 耳 何 必 多 言 □ 次 日 黎 明 自 取 牖 下 水 洗 沐 更 衣 撮 土 向 北 拜 辞 讫 俟 天 明 内 楼 供 奉 敕 书 拜 讫 附 吕 苏 吾 嘱 托 后 事 谓 黎 医 官 曰 □ 我 死 后 料 尔 辈 不 敢 收 骨 如 可 收 乞 题 曰 明 征 君 朱 某 之 墓 国 人 稍 稍 探 知 其 无 事 遭 难 乃 有 叹 服 而 称 奇 者 国 王 亦 差 人 访 知 举 动 知 其 履 历 事 实 于 是 擅 杀 之 计 弛 而 任 用 之 心 萌 矣 然 先 生 未 之 知 焉 独 在 困 厄 之 际 惟 恐 身 名 埋 没 于 外 夷 而 无 达 于 天 朝 乃 密 草 奏 疏 且 录 遭 役 本 末 封 付 王 凤 使 上 于 鲁 王 数 日 国 王 致 书 于 先 生 令 仕 有 □ 太 公 佐 周 而 周 王 陈 平 在 汉 而 汉 兴 □ 等 语 先 生 复 书 拒 之 自 此 而 后 阖 国 君 臣 悉 知 先 生 贞 烈 义 勇 凛 乎 不 可 犯 反 相 敬 重 如 国 王 之 弟 亦 至 称 为 大 人 其 敬 服 如 此 时 国 王 遣 人 书 一 确 字 来 问 先 生 解 以 坚 确 之 义 遂 使 先 生 作 坚 确 赋 先 生 既 无 拘 留 之 患 欲 浮 海 而 归 乃 书 辞 国 王 归 至 会 安 寓 中 盗 窃 罄 空 亲 友 皆 言 是 居 停 所 为 显 有 证 据 而 先 生 明 察 非 寓 主 之 所 为 一 概 不 究 诸 人 笑 以 为 痴 后 事 发 竟 与 寓 主 无 涉 诸 人 嗟 叹 谓 非 常 人 所 能 也 其 后 先 生 录 遭 役 本 末 往 复 事 实 名 曰 安 南 供 役 纪 事
O O O O O O O O O O O SEG-S	痢 圣 饼 子 治 年 老 人 大 便 秘 涩
O SEG-S O O O O O O SEG-S O O O O O O O O O O O SEG-S O O O O O O O SEG-S O O O SEG-S O O O O O SEG-S O O O O SEG-S O O O O O O O O O O O O SEG-S O O O SEG-S O O O O O O O O SEG-S O O O O O O O SEG-S O O O SEG-S O O O O O O SEG-S O O O O O O O O O O O O SEG-S O O O O SEG-S O SEG-S O O O O O O O O O O O O O O O O O O O SEG-S O O O O O O O O O O SEG-S O O O O SEG-S O O O SEG-S	戊 申 户 部 尚 书 王 存 言 准 诏 具 析 安 守 忠 豫 绘 像 因 依 勘 会 所 采 臣 僚 勋 绩 并 于 国 史 实 录 考 求 事 迹 据 本 传 所 载 赠 太 尉 安 守 忠 有 战 功 政 迹 二 □ 当 豫 绘 像 其 捧 日 左 厢 都 指 挥 使 钦 州 团 练 使 安 守 忠 史 册 无 载 即 无 豫 绘 像 人 数 诏 景 灵 宫 改 绘 赠 太 尉 安 守 忠 像 并 推 恩 其 家 先 是 景 灵 宫 绘 像 管 勾 官 误 以 钦 州 团 练 使 安 守 忠 充 数 而 赠 太 尉 安 守 忠 之 孙 自 言 故 命 存 考 定 而 降 是 诏
O O O SEG-S O O O O O SEG-S	事 用 不 巧 是 谓 忘 情 失 道
O O O O SEG-S O O O O SEG-S	缓 步 沿 溪 曲 幽 寻 惬 赏 心
O O O O O O O O O SEG-S O O O O O O O O O O O SEG-S O O O O O O O O O O O O O O O O O O O O O O O O O O O SEG-S O O O O O O O O O SEG-S O O O O O O O O O O O O O O O O O O O O O O O SEG-S O O O O O O O O O O O O O SEG-S	宋 昭 公 得 公 孙 周 之 子 也 景 公 无 子 取 得 与 启 启 得 弟 也 畜 诸 公 宫 未 有 立 焉 公 卒 得 梦 启 北 首 而 寝 于 卢 门 之 外 卢 门 宋 东 门 也 北 首 死 象 在 门 外 失 国 也 已 为 乌 而 集 于 其 上 □ 朱 加 于 南 门 尾 加 于 桐 门 桐 门 北 门 曰 余 梦 美 必 立 乃 立 得 大 尹 奉 启 以 奔
O O O O SEG-S O O O O SEG-S	中 夕 独 依 依 闲 行 未 掩 扉
O O O O O O O SEG-S O O O O O O O O O O O O O O O SEG-S O O O O O O O O O O O O O O O O SEG-S O O O O O O O O O O O SEG-S O O SEG-S O SEG-S O O O SEG-S O O O O O SEG-S O O O O O O O SEG-S O O O O SEG-S O O O O O O SEG-S O SEG-S	二 年 六 月 二 十 五 日 权 发 遣 提 举 成 都 府 利 州 陕 西 等 路 茶 事 兼 提 举 陕 西 等 路 买 马 监 牧 公 事 张 翚 札 子 契 勘 洋 州 茶 场 岁 买 茶 货 浩 瀚 其 品 搭 催 督 般 发 茶 货 尽 系 西 乡 知 县 欲 乞 依 名 山 知 县 例 许 本 司 举 辟 比 监 官 减 半 酬 奖 从 之
O SEG-S O SEG-S O O O O O O O O O O O SEG-S O O O SEG-S O O O SEG-S O O O O O SEG-S O O O O O O SEG-S O O O O O O O O O SEG-S O O O O SEG-S O O O O O O O O O O SEG-S O O O O O O O O O O SEG-S O O O O O O O O O O SEG-S O O O O O SEG-S O O O O SEG-S O O O SEG-S O O O O O O O O SEG-S O O O O SEG-S O O O O O O O SEG-S O O O O O SEG-S O O O O O O SEG-S O O O O O O SEG-S O O SEG-S O O O O O O O O O O O O SEG-S O O O O O O O O SEG-S O O O O SEG-S O O O SEG-S O O O O O SEG-S O O O O O O SEG-S SEG-S O O O O SEG-S O O SEG-S O O O SEG-S O O O SEG-S O O O O SEG-S	辛 卯 上 批 范 子 渊 乞 发 夫 万 人 重 修 直 河 适 当 农 时 非 次 调 拨 初 出 于 不 得 已 今 河 口 既 未 成 工 则 其 它 埽 岸 皆 不 须 为 之 可 更 不 起 发 今 见 在 河 上 急 夫 亦 令 放 散 上 以 子 渊 所 修 直 河 不 为 功 徒 费 工 料 以 数 十 万 计 故 也 既 而 子 渊 自 言 两 修 进 锯 牙 河 口 几 塞 不 虞 涨 水 及 风 雨 暴 至 功 败 于 垂 成 乞 候 霜 降 水 落 修 闭 诏 子 渊 降 一 官 仍 不 理 提 刑 资 序 八 月 十 六 日 罢 修 韩 驹 云 范 子 渊 建 言 开 广 武 河 导 水 回 远 则 京 城 常 无 淹 浸 之 虑 逾 年 役 不 就 故 责 词 云 汝 以 有 限 之 财 兴 必 不 可 成 之 役 初 神 宗 喜 其 言 及 罢 役 阖 台 论 之 才 贬 一 官 驹 所 云 当 考
O O O O O O SEG-S O O O O SEG-S O O O SEG-S O O O O SEG-S O O O O O SEG-S O O O SEG-S O O O SEG-S O O O SEG-S O O O O SEG-S O O O SEG-S O O O O O O O O SEG-S O O O SEG-S O O O O SEG-S O O O O SEG-S O O O SEG-S O O O O SEG-S O O O O O O O SEG-S O O SEG-S	前 腔 阴 精 犯 少 微 玉 树 埋 尘 地 天 夺 英 贤 徂 落 波 心 裏 你 与 我 小 姐 呵 栖 霞 对 语 东 墙 赴 期 断 送 此 生 此 生 成 梦 寐 到 如 今 呵 冷 落 花 丛 拆 散 鸳 鸯 睡 我 小 姐 呵 苦 孤 灯 夜 雨 欹 枕 泪 流 珠 香 销 玉 减 束 发 乱 靑 丝 誓 不 为 他 人 整 翠 眉 合 前 贴
O O O O O O SEG-S O O O O SEG-S	寒 热 等 者 宜 调 之 鳖 甲 汤 主 之
O SEG-S	又 方
O SEG-S	词 曰
O O O O O O O O O SEG-S O O O SEG-S O O O O O O O O O SEG-S O O O O O O O O O SEG-S O O O O SEG-S O O SEG-S O O O O O O O SEG-S O O O O O SEG-S O O SEG-S O O O O O O O SEG-S O O O O O SEG-S O O O O SEG-S O O O SEG-S SEG-S SEG-S O O O O SEG-S O O O O O O O O SEG-S O O O O O O SEG-S O O O O O O SEG-S O O O O O SEG-S O O O O O SEG-S O O O O O O O O O SEG-S O O O O O O O SEG-S O O O O O O O O O SEG-S O O O O O O O SEG-S O O O O O SEG-S O O O SEG-S O O O O O O O SEG-S O O O O O SEG-S O O O SEG-S O O O O O O O O SEG-S O O SEG-S O O O O SEG-S O O O SEG-S O O O SEG-S O O O O O O O SEG-S O O O SEG-S O SEG-S O SEG-S	旋 两 江 总 督 曾 国 籓 覆 陈 团 练 之 设 只 能 防 小 支 千 馀 之 游 匪 不 能 剿 大 股 数 万 之 悍 贼 其 练 丁 口 粮 若 太 多 则 与 募 勇 之 价 相 等 不 必 仅 以 团 名 若 太 少 则 与 官 勇 之 饷 迥 殊 不 能 得 其 死 力 其 团 防 经 费 若 取 诸 丁 漕 厘 捐 四 者 之 中 则 有 碍 督 抚 筹 款 之 途 若 设 法 四 者 之 外 则 更 无 措 手 之 处 事 权 既 无 专 属 刚 柔 实 觉 两 难 晏 端 书 在 江 北 不 设 饷 局 但 劝 各 邑 筑 圩 自 保 庞 锺 璐 在 江 南 激 劝 乡 民 俾 知 同 仇 敌 忾 之 义 办 理 极 有 斟 酌 今 之 贼 势 决 非 乡 团 所 能 奏 功 应 俟 贼 氛 稍 衰 大 功 将 成 然 后 办 团 练 以 善 其 后 晏 端 书 庞 锺 璐 二 员 清 操 雅 望 内 任 最 宜 应 请 裁 去 团 练 差 使 回 京 供 职 疏 入 允 之
O O O O O O SEG-S O O O O O SEG-S O O O O SEG-S O O O SEG-S O O O O O O O SEG-S O O O O SEG-S O O O SEG-S O O O O O O O SEG-S O O O SEG-S O O O O O O O O O O O O O O SEG-S O O O O O SEG-S O O O O O O SEG-S O O O O SEG-S O O O O O O O SEG-S O O O O SEG-S O O O SEG-S O O O SEG-S O O O SEG-S O O SEG-S O O O SEG-S O O O O O O O O O O SEG-S O O O O SEG-S O O O O O SEG-S O O SEG-S O O O O O O O O O SEG-S O O O O SEG-S	此 舜 禹 授 命 之 词 万 世 心 学 之 源 其 肇 于 此 乎 人 心 道 心 皆 自 其 所 发 者 言 之 如 恻 隐 之 心 羞 恶 之 心 辞 让 是 非 之 心 是 也 感 应 流 行 一 本 乎 道 心 之 发 而 不 杂 之 以 人 为 精 真 常 不 杂 曰 一 中 是 道 心 的 本 体 有 未 发 之 中 便 有 发 而 中 节 之 和 和 即 道 心 也 天 理 流 行 自 然 中 节 动 以 天 也 故 曰 微 人 心 云 者 只 纤 毫 不 从 天 理 自 然 发 出 便 是 动 以 人 动 以 人 便 是 妄 故 曰 危 今 人 乍 见 孺 子 入 井 一 段 二 心 可 概 见
O O O SEG-S O O O SEG-S O O O O SEG-S O O O O SEG-S O O O O O O SEG-S O O O SEG-S O O O SEG-S O O O SEG-S O O O O O O O SEG-S O O O O SEG-S O O O O O O SEG-S O O O SEG-S O O O SEG-S O O O SEG-S O O O SEG-S O O O SEG-S O O O SEG-S O O O SEG-S O O O O O O O O O SEG-S O O O O O SEG-S O O O O SEG-S O O O SEG-S O O O SEG-S O O O O O SEG-S O O O O O O SEG-S O O O O SEG-S O O O SEG-S O O O O O SEG-S O O O O SEG-S O O SEG-S O O O SEG-S O O O O SEG-S O O O O SEG-S O O O O SEG-S O O O SEG-S	何 武 所 至 无 赫 赫 名 去 而 人 思 之 此 之 谓 遗 爱 夫 君 子 循 理 而 动 理 穷 而 止 应 物 而 作 物 去 而 复 夫 何 赫 赫 名 之 有 哉 东 海 徐 君 猷 以 朝 散 郎 为 黄 州 未 尝 怒 也 而 民 不 犯 未 尝 察 也 而 吏 不 欺 终 日 无 事 啸 咏 而 已 每 岁 之 春 与 眉 阳 子 瞻 游 于 安 国 寺 饮 酒 于 竹 间 亭 撷 亭 下 之 茶 烹 而 食 之 公 既 去 郡 寺 僧 继 连 请 名 子 瞻 名 之 曰 遗 爱 时 谷 自 蜀 来 客 于 子 瞻 因 子 瞻 以 见 公 公 命 谷 记 之 谷 愚 朴 羁 旅 人 也 何 足 以 知 公 采 道 路 之 言 质 之 于 子 瞻 以 为 之 记
O SEG-S O O O SEG-S O O O O O O O O O O O O O SEG-S O O O SEG-S O O O SEG-S O O O O O O O SEG-S O SEG-S O O O O O O O SEG-S O O O O SEG-S O O O SEG-S O O O SEG-S O O O SEG-S O O O SEG-S O O O SEG-S O O O O O O SEG-S O O O SEG-S O O O O O SEG-S O O O O O SEG-S O O O SEG-S O O O SEG-S O O O SEG-S O O O SEG-S O O O O SEG-S O O O O O O SEG-S O O O O O SEG-S O O O O O O O O SEG-S O O O O SEG-S O O O O O SEG-S O O O SEG-S O O O O SEG-S O O O SEG-S O O O O O O SEG-S O O O O O SEG-S O O O SEG-S O O O SEG-S O O O SEG-S O O O O O SEG-S O O O O O O SEG-S O O O O O O O O O O SEG-S O O O O O O O O O O O O SEG-S O O O O O O O SEG-S O O O O O O O O SEG-S O O O SEG-S O O O SEG-S O O O O O O O O SEG-S	论 曰 自 唐 以 来 翰 林 直 学 士 与 中 书 舍 人 对 掌 训 辞 颂 宣 功 德 箴 谏 阙 失 不 专 为 文 墨 之 职 也 宋 兴 亦 采 词 藻 以 备 斯 选 若 谷 之 才 隽 著 之 敏 达 澹 之 治 迹 锡 之 策 虑 冕 之 敦 质 咸 有 可 观 然 豫 成 禅 代 之 诏 见 薄 时 君 终 身 不 获 大 用 及 夫 险 诐 忌 前 酣 𫛛 少 检 附 势 希 荣 构 谗 谋 己 皆 无 取 焉 蒙 博 洽 长 厚 继 窦 仪 裁 定 仪 制 惜 乎 南 郊 之 议 请 去 太 祖 以 宣 祖 配 天 为 识 者 所 非 昭 俭 抗 论 跋 扈 志 除 骄 将 而 多 言 历 诋 自 取 恶 名 抑 好 讦 为 直 者 与 崇 谅 奉 亲 笃 至 反 罹 间 毁 终 身 归 养 而 不 复 起 后 蒙 旌 贲 之 典 则 为 善 者 耸 动 矣 祐 以 百 口 明 符 彦 卿 无 他 志 且 言 以 猜 忌 杀 无 辜 者 享 国 不 长 因 以 杜 太 宗 之 他 疑 又 却 卢 多 逊 之 倾 赵 普 以 致 被 黜 仁 者 有 后 宜 乎 子 旦 为 宋 元 臣 焉
O O O O O SEG-S O O O O O SEG-S O O O O O O O O SEG-S O O O SEG-S O O O O SEG-S O O O O O O O SEG-S O O O SEG-S O O O O SEG-S O O O O O O O SEG-S O SEG-S O O O SEG-S O O SEG-S O O O SEG-S O O O O O SEG-S O O O SEG-S O O O O O SEG-S O O O O O SEG-S	入 药 于 竹 筒 中 筒 须 刮 去 青 皮 用 生 绢 布 重 重 裹 筒 头 坐 于 锅 中 须 满 着 黑 豆 不 得 令 豆 没 了 筒 口 旋 旋 添 水 煮 之 三 伏 时 其 筒 中 又 以 汤 化 蜜 着 入 重 汤 煮 之 耗 即 添 勿 令 筒 侧 如 此 日 足 即 出 以 水 飞 过 枣 肉 丸 麻 子 大 空 心 津 下 二 丸
O O O O O SEG-S O O O SEG-S O O O O O O SEG-S O O O O O O O O O O O O O O O O SEG-S O O O SEG-S O O O O O O O O O SEG-S O O O O O SEG-S O O O O O O O O O O SEG-S O O O O O SEG-S O O O O O O O SEG-S O O O SEG-S O O O SEG-S O O O SEG-S O O O SEG-S O O O O SEG-S O O O SEG-S O O O O O O SEG-S O O O SEG-S O O O O O O O O O O O O O SEG-S O O O O O O O O O O O SEG-S O O O O O O O O SEG-S O O O O O SEG-S O O O O O O O O O O SEG-S O O O SEG-S O O O O SEG-S O O O O O O O O O O O O SEG-S O O O O O O O O O O O SEG-S O O O O O O O SEG-S O O O O O SEG-S O O O O O O O SEG-S O O O O O O O O O O SEG-S O O O O O SEG-S O O O O O O O SEG-S O O O O O O O O SEG-S O O O O O O O SEG-S O O O O O O O SEG-S O O O O SEG-S O O O O SEG-S O O O SEG-S O O O O O O O O O O O SEG-S O O O O SEG-S O O O O O SEG-S O O O O O O O O SEG-S O O O O O O SEG-S O O O O O O O O O O O O O O O O SEG-S O O O O O O SEG-S O O O O O SEG-S O O O O O SEG-S O O O O O O O O O O SEG-S O SEG-S O O O O O O O O O O O O O O SEG-S O O O O O SEG-S O O O O O O O O SEG-S O O O O O SEG-S O O O O O SEG-S O O O O O O SEG-S O O O O O O O SEG-S	正 是 光 阴 似 箭 日 月 如 梭 转 眼 间 已 过 新 年 赵 温 一 家 门 便 忙 着 料 理 上 京 会 试 的 事 情 一 日 饭 后 人 报 王 乡 绅 处 有 人 下 书 赵 温 拆 开 看 时 前 半 篇 无 非 新 年 吉 祥 话 头 又 说 □ 舍 亲 处 已 经 说 定 结 伴 同 行 两 得 裨 益 旧 仆 贺 根 相 随 多 年 人 甚 可 靠 干 北 道 情 形 亦 颇 熟 悉 望 即 录 用 □ 云 云 赵 温 知 道 便 是 托 王 乡 坤 所 荐 的 那 位 管 家 了 只 见 贺 根 头 上 戴 一 顶 红 帽 子 身 穿 一 件 蓝 羽 缎 棉 袍 外 加 青 缎 马 褂 脚 下 还 登 着 一 双 粉 底 乌 靴 见 了 赵 温 请 了 一 个 安 嘴 里 说 了 声 □ 谢 少 爷 赏 饭 吃 □ 又 说 □ 家 主 人 请 少 爷 的 安 □ 赵 温 因 他 如 此 打 扮 乡 下 从 未 见 过 不 觉 心 中 呆 了 半 天 不 知 拿 什 幺 话 回 答 他 方 好 幸 亏 贺 根 知 窍 看 见 少 爷 说 不 出 话 便 求 少 爷 带 着 到 上 头 见 见 老 太 爷 请 请 安 赵 温 只 得 同 他 进 去 先 见 他 爷 爷 带 见 过 之 后 他 爷 爷 说 □ 这 个 人 是 你 王 公 公 荐 来 的 僧 来 看 佛 面 不 可 轻 慢 于 他 □ 就 留 他 在 书 房 里 住 等 到 吃 饭 的 时 候 他 爷 爷 一 定 又 要 从 锅 里 另 外 盛 出 一 碗 饭 两 样 菜 给 贺 根 吃 一 应 大 小 事 务 都 不 要 他 动 手 后 来 还 是 王 孝 廉 过 来 看 见 就 说 □ 现 在 这 贺 二 爷 既 然 是 府 上 的 管 家 不 必 同 他 客 气 事 情 都 要 叫 他 经 经 手 等 他 弄 熟 之 后 好 跟 世 兄 起 身 □ 赵 家 听 得 如 此 才 渐 渐 的 差 他 做 事
O O O O O O O O SEG-S SEG-S O O SEG-S O O O SEG-S O SEG-S O O O O O O O O SEG-S O O SEG-S O O O O SEG-S O SEG-S O O O O O O SEG-S	祝 各 进 神 座 前 跪 彻 豆 兴 还 樽 所 赞 唱 者 曰 再 拜 非 饮 福 受 胙 者 皆 再 拜 再 拜 讫 赞 唱 者 又 曰 再 拜 献 官 以 下 皆 再 拜
